Cash Account,Expenditure Account, ,FYTD Appropriated,Prior Yr Enc,FYTD Expendable,FYTD Expended,MTD Expended,Encumbrance,Future Enc,FYTD Unencumbered,% Exp/Enc,Fund,Func,Function One Digit Level,Function Two Digit Level,Object,Object Level,SCC,Subject,Subject Two Digit Level,OPU,Opu One Digit Level,Job,IL
001-0000,001-1310-111-0000-000000-002-16-000,CAREER TECH SALARIES,262260.96,0.00,262260.96,176278.31,19770.95,0.00,0,85982.65,67.2148496700,001,1310,1000,1300,111,100,0000,000000,000000,002,000,000,16
001-0000,001-1310-211-0000-000000-000-00-000,CAREER TECH STRS,31392.00,0.00,31392.00,22024.00,2753.00,0.00,0,9368.00,70.1580020400,001,1310,1000,1300,211,200,0000,000000,000000,000,000,000,00
001-0000,001-1310-212-0000-000000-002-00-000,CAREER TECH 1% STRS,2273.73,0.00,2273.73,1383.24,197.72,0.00,0,890.49,60.8357192800,001,1310,1000,1300,212,200,0000,000000,000000,002,000,000,00
001-0000,001-1310-241-0000-000000-000-00-000,CAREER TECH MEDICAL INSURANCE,44982.42,0.00,44982.42,39495.07,5171.29,0.00,0,5487.35,87.8011231900,001,1310,1000,1300,241,200,0000,000000,000000,000,000,000,00
001-0000,001-1310-242-0000-000000-000-00-000,CAREER TECH LIFE INSURANCE,117.50,0.00,117.50,77.50,10.00,0.00,0,40.00,65.9574468100,001,1310,1000,1300,242,200,0000,000000,000000,000,000,000,00
001-0000,001-1310-243-0000-000000-000-00-000,CAREER TECH DENTAL INSURANCE,2247.36,0.00,2247.36,374.56,0,0.00,0,1872.80,16.6666666700,001,1310,1000,1300,243,200,0000,000000,000000,000,000,000,00
001-0000,001-1310-244-0000-000000-000-00-000,CAREER TECH VISION INSURANCE,383.28,0.00,383.28,297.71,38.80,0.00,0,85.57,77.6742851200,001,1310,1000,1300,244,200,0000,000000,000000,000,000,000,00
001-0000,001-1310-249-0000-000000-002-00-000,CAREER TECH MEDICARE,3493.02,0.00,3493.02,2310.35,253.01,0.00,141.50,1182.67,66.1419058600,001,1310,1000,1300,249,200,0000,000000,000000,002,000,000,00
001-0000,001-1310-431-0000-000000-000-00-000,CAREER TECH MILEAGE,600.00,0.00,600.00,0,0,0.00,0,600.00,0,001,1310,1000,1300,431,400,0000,000000,000000,000,000,000,00
001-0000,001-1310-432-0000-000000-000-00-000,CAREER TECH MEETING/CONF EXPENSE,2370.04,0.00,2370.04,0,0,1450.00,0,920.04,61.1804020200,001,1310,1000,1300,432,400,0000,000000,000000,000,000,000,00
001-0000,001-1310-511-0000-000000-002-16-000,CAREER TECH SUPPLIES,21432.41,283.49,21715.90,8890.89,759.32,2764.28,0,10060.73,53.6711349700,001,1310,1000,1300,511,500,0000,000000,000000,002,000,000,16
001-0000,001-1310-521-0000-000000-002-16-000,CAREER TECH TEXTBOOKS,171.94,0.00,171.94,0,0,0.00,0,171.94,0,001,1310,1000,1300,521,500,0000,000000,000000,002,000,000,16
001-0000,001-2122-111-0000-000000-000-00-000,GUIDANCE SALARY,174918.10,0.00,174918.10,123043.29,14322.29,0.00,0,51874.81,70.3433721300,001,2122,2000,2100,111,100,0000,000000,000000,000,000,000,00
001-0000,001-2122-139-0000-000000-000-00-000,GENERAL COUNSELING SERVICES OTHER CERFITICATED COMPENSA.,200.00,0.00,200.00,0,0,0.00,0,200.00,0,001,2122,2000,2100,139,100,0000,000000,000000,000,000,000,00
001-0000,001-2122-211-0000-000000-000-00-000,GUIDANCE STRS,22920.00,0.00,22920.00,16264.00,2033.00,0.00,0,6656.00,70.9598603800,001,2122,2000,2100,211,200,0000,000000,000000,000,000,000,00
001-0000,001-2122-212-0000-000000-000-00-000,GUIDANCE 1% STRS,1749.23,0.00,1749.23,1230.46,143.23,0.00,0,518.77,70.3429509000,001,2122,2000,2100,212,200,0000,000000,000000,000,000,000,00
001-0000,001-2122-241-0000-000000-000-00-000,GUIDANCE MEDICAL INSURANCE,44982.85,0.00,44982.85,33805.90,4349.00,0.00,0,11176.95,75.1528638100,001,2122,2000,2100,241,200,0000,000000,000000,000,000,000,00
001-0000,001-2122-242-0000-000000-000-00-000,GUIDANCE LIFE INSURANCE,65.00,0.00,65.00,40.00,5.00,0.00,0,25.00,61.5384615400,001,2122,2000,2100,242,200,0000,000000,000000,000,000,000,00
001-0000,001-2122-243-0000-000000-000-00-000,GUIDANCE DENTAL INSURANCE,2247.36,0.00,2247.36,1498.24,187.28,0.00,0,749.12,66.6666666700,001,2122,2000,2100,243,200,0000,000000,000000,000,000,000,00
001-0000,001-2122-244-0000-000000-000-00-000,GUIDANCE VISION INSURANCE,383.28,0.00,383.28,255.52,31.94,0.00,0,127.76,66.6666666700,001,2122,2000,2100,244,200,0000,000000,000000,000,000,000,00
001-0000,001-2122-249-0000-000000-000-00-000,GUIDANCE MEDICARE,2286.18,0.00,2286.18,1577.28,181.48,0.00,88.69,708.90,68.9919428900,001,2122,2000,2100,249,200,0000,000000,000000,000,000,000,00
001-0000,001-2122-431-0000-000000-000-00-000,GUIDANCE MILEAGE,560.00,0.00,560.00,0,0,0.00,0,560.00,0,001,2122,2000,2100,431,400,0000,000000,000000,000,000,000,00
001-0000,001-2122-432-0000-000000-000-00-000,GUIDANCE MEETING/MEALS/HOTEL,335.00,0.00,335.00,0,0,0.00,0,335.00,0,001,2122,2000,2100,432,400,0000,000000,000000,000,000,000,00
001-0000,001-2122-511-0000-000000-000-00-000,GUIDANCE INSTRUCTIONAL SUPPLIES,5735.00,0.00,5735.00,321.25,0,1053.75,0,4360.00,23.9755884900,001,2122,2000,2100,511,500,0000,000000,000000,000,000,000,00
001-0000,001-2122-512-0000-000000-000-00-000,GUIDANCE OFFICE SUPPLIES,4112.00,0.00,4112.00,2675.20,0,0.00,0,1436.80,65.0583657600,001,2122,2000,2100,512,500,0000,000000,000000,000,000,000,00
001-0000,001-2134-141-0000-000000-001-00-000,SCHOOL NURSE SALARY,45336.55,0.00,45336.55,31893.50,3554.35,0.00,0,13443.05,70.3483172000,001,2134,2000,2100,141,100,0000,000000,000000,001,000,000,00
001-0000,001-2134-221-0000-000000-000-00-000,SCHOOL NURSE SERS,6744.00,0.00,6744.00,3712.00,464.00,464.00,0,2568.00,61.9217081900,001,2134,2000,2100,221,200,0000,000000,000000,000,000,000,00
001-0000,001-2134-252-0000-000000-001-00-000,SCHOOL NURSE LIFE INSURANCE,32.50,0.00,32.50,20.00,2.50,0.00,0,12.50,61.5384615400,001,2134,2000,2100,252,200,0000,000000,000000,001,000,000,00
001-0000,001-2134-259-0000-000000-001-00-000,SCHOOL NURSE MEDICARE,657.44,0.00,657.44,462.48,51.54,0.00,27.55,194.96,70.3455828700,001,2134,2000,2100,259,200,0000,000000,000000,001,000,000,00
001-0000,001-2134-514-0000-000000-001-00-000,SCHOOL NURSE SUPPLIES,4520.36,0.00,4520.36,1419.00,0,85.00,0,3016.36,33.2716863300,001,2134,2000,2100,514,500,0000,000000,000000,001,000,000,00
001-0000,001-2134-640-0000-000000-001-00-000,MEDICAL EQUIPMENT,8895.63,3620.00,12515.63,3620.00,0,0.00,0,8895.63,28.9238336400,001,2134,2000,2100,640,600,0000,000000,000000,001,000,000,00
001-0000,001-2222-530-0000-000000-000-00-000,LIBRARY BOOKS,176.41,0.00,176.41,0,0,0.00,0,176.41,0,001,2222,2000,2200,530,500,0000,000000,000000,000,000,000,00
001-0000,001-2310-171-0000-000000-000-00-000,BOARD OF EDUC SALARIES,8125.00,0.00,8125.00,8125.00,0,0.00,0,0.00,100,001,2310,2000,2300,171,100,0000,000000,000000,000,000,000,00
001-0000,001-2310-233-0000-000000-000-00-000,BOARD OF EDUCATION MTG EXP,85.00,0.00,85.00,0,0,0.00,0,85.00,0,001,2310,2000,2300,233,200,0000,000000,000000,000,000,000,00
001-0000,001-2310-234-0000-000000-000-00-000,BOARD OF EDUC AWARDS,8231.00,0.00,8231.00,6860.00,0,0.00,0,1371.00,83.3434576600,001,2310,2000,2300,234,200,0000,000000,000000,000,000,000,00
001-0000,001-2310-259-0000-000000-000-00-000,BOARD OF EDUC MEDICARE,94.24,0.00,94.24,94.24,0,0.00,0,0.00,100,001,2310,2000,2300,259,200,0000,000000,000000,000,000,000,00
001-0000,001-2310-418-0000-000000-000-00-000,PROFESSIONAL/LEGAL SERVICES,54465.00,0.00,54465.00,16152.96,7469.96,38147.04,-250.00,165.00,99.6970531500,001,2310,2000,2300,418,400,0000,000000,000000,000,000,000,00
001-0000,001-2310-439-0000-000000-000-00-000,BOARD OF EDUC SERVICE FUND,3989.00,0.00,3989.00,3538.03,44.28,400.00,-225.00,50.97,98.7222361500,001,2310,2000,2300,439,400,0000,000000,000000,000,000,000,00
001-0000,001-2310-519-0000-000000-000-00-000,BOARD OF EDUC GENERAL SUPPLIES,292.00,223.98,515.98,475.49,0,8.49,0,32.00,93.7982092300,001,2310,2000,2300,519,500,0000,000000,000000,000,000,000,00
001-0000,001-2310-841-0000-000000-000-00-000,BOARD OF EDUC MEMBERSHIP PROFESSIONAL ORG,5016.00,0.00,5016.00,150.00,0,0.00,0,4866.00,2.9904306200,001,2310,2000,2300,841,800,0000,000000,000000,000,000,000,00
001-0000,001-2411-111-0000-000000-006-00-000,SUPT SALARY,93260.66,0.00,93260.66,58483.29,7916.66,0.00,0,34777.37,62.7094961600,001,2411,2000,2400,111,100,0000,000000,000000,006,000,000,00
001-0000,001-2411-132-0000-000000-000-00-000,SUPT SEVERANCE PAY,0.00,0.00,0.00,0,0,0.00,0,0.00,0,001,2411,2000,2400,132,100,0000,000000,000000,000,000,000,00
001-0000,001-2411-141-0000-000000-006-00-000,SUPT SECRETARY SALARY,58706.65,0.00,58706.65,39038.60,4639.62,0.00,0,19668.05,66.4977477000,001,2411,2000,2400,141,100,0000,000000,000000,006,000,000,00
001-0000,001-2411-211-0000-000000-006-00-000,SUPT STRS,17844.00,0.00,17844.00,14008.00,1751.00,0.00,0,3836.00,78.5025779000,001,2411,2000,2400,211,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-212-0000-000000-006-00-000,SUPT STRS PICKUP,13849.29,0.00,13849.29,9114.49,1263.50,0.00,0,4734.80,65.8119658100,001,2411,2000,2400,212,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-221-0000-000000-006-00-000,SUPT SECRETARY SERS,7428.00,0.00,7428.00,4912.00,614.00,938.77,0,1577.23,78.7664243400,001,2411,2000,2400,221,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-222-0000-000000-006-00-000,SUPT SECRETARY SERS PICK UP,566.98,0.00,566.98,390.41,46.40,0.00,0,176.57,68.8578080400,001,2411,2000,2400,222,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-241-0000-000000-006-00-000,SUPT MEDICAL INSURANCE,18148.76,0.00,18148.76,17456.50,2499.42,0.00,0,692.26,96.1856347200,001,2411,2000,2400,241,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-242-0000-000000-006-00-000,SUPT LIFE INSURANCE,110.00,0.00,110.00,70.00,10.00,0.00,0,40.00,63.6363636400,001,2411,2000,2400,242,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-243-0000-000000-006-00-000,SUPT DENTAL INSURANCE,538.15,0.00,538.15,645.78,107.63,0.00,0,-107.63,120.0,001,2411,2000,2400,243,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-244-0000-000000-006-00-000,SUPT VISION INSURANCE,91.80,0.00,91.80,110.16,18.36,0.00,0,-18.36,120.0,001,2411,2000,2400,244,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-249-0000-000000-006-00-000,SUPT MEDICARE,2389.92,0.00,2389.92,997.61,232.96,0.00,116.48,1392.31,41.7424014200,001,2411,2000,2400,249,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-251-0000-000000-006-00-000,SUPT SECRETARY MEDICAL INSURANCE,22490.71,0.00,22490.71,16902.95,2174.50,0.00,0,5587.76,75.1552529900,001,2411,2000,2400,251,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-252-0000-000000-006-00-000,SUPT SECRETARY LIFE INSURANCE,32.50,0.00,32.50,20.00,2.50,0.00,0,12.50,61.5384615400,001,2411,2000,2400,252,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-253-0000-000000-006-00-000,SUPT SECRETARY DENTAL INSURANCE,1123.68,0.00,1123.68,749.12,93.64,0.00,0,374.56,66.6666666700,001,2411,2000,2400,253,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-254-0000-000000-006-00-000,SUPT SECT VISION INSURANCE,191.64,0.00,191.64,127.76,15.97,0.00,0,63.88,66.6666666700,001,2411,2000,2400,254,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-259-0000-000000-006-00-000,SUPT SECRETARY MEDICARE,789.67,0.00,789.67,491.64,61.46,0.00,30.73,298.03,62.2589182800,001,2411,2000,2400,259,200,0000,000000,000000,006,000,000,00
001-0000,001-2411-419-0000-000000-000-00-000,COMMUNICATION SERVICES,60000.00,0.00,60000.00,26664.25,4406.25,33335.75,0,0.00,100,001,2411,2000,2400,419,400,0000,000000,000000,000,000,000,00
001-0000,001-2411-431-0000-000000-006-00-000,SUPT MILEAGE,1733.00,0.00,1733.00,1037.40,0,12.60,0,683.00,60.5885747300,001,2411,2000,2400,431,400,0000,000000,000000,006,000,000,00
001-0000,001-2411-432-0000-000000-006-00-000,SUPT MTG/CONF EXP,2257.50,170.00,2427.50,1238.05,200.00,554.00,0,635.45,73.8228630300,001,2411,2000,2400,432,400,0000,000000,000000,006,000,000,00
001-0000,001-2411-441-0000-000000-006-00-000,SUPT TELEPHONE,964.21,0.00,964.21,289.28,38.14,410.72,0,264.21,72.5982929000,001,2411,2000,2400,441,400,0000,000000,000000,006,000,000,00
001-0000,001-2411-446-0000-000000-006-00-000,SUPT ADVERTISING,75.00,75.00,150.00,0,0,75.00,0,75.00,50.0,001,2411,2000,2400,446,400,0000,000000,000000,006,000,000,00
001-0000,001-2411-512-0000-000000-006-00-000,SUPT OFFICE SUPPLIES,946.74,0.00,946.74,486.20,0,915.23,-64.50,-454.69,148.0269134100,001,2411,2000,2400,512,500,0000,000000,000000,006,000,000,00
001-0000,001-2411-849-0000-000000-006-00-000,SUPT DUES & FEES,11446.13,0.00,11446.13,6630.08,0,64.92,0,4751.13,58.4913853000,001,2411,2000,2400,849,800,0000,000000,000000,006,000,000,00
001-0000,001-2415-111-0000-000000-000-00-000,ATHLETIC DIRECTOR,91113.48,0.00,91113.48,62616.44,7624.26,0.00,0,28497.04,68.7235741600,001,2415,2000,2400,111,100,0000,000000,000000,000,000,000,00
001-0000,001-2415-139-0000-000000-000-00-000,AD PERSONAL DAYS,300.00,0.00,300.00,300.00,0,0.00,0,0.00,100,001,2415,2000,2400,139,100,0000,000000,000000,000,000,000,00
001-0000,001-2415-211-0000-000000-000-00-000,AD STRS,13200.00,0.00,13200.00,8712.00,1089.00,0.00,0,4488.00,66.00,001,2415,2000,2400,211,200,0000,000000,000000,000,000,000,00
001-0000,001-2415-212-0000-000000-000-00-000,AD STRS EMPLOYER PICKUP,965.10,0.00,965.10,1457.44,610.94,0.00,0,-492.34,151.0144026500,001,2415,2000,2400,212,200,0000,000000,000000,000,000,000,00
001-0000,001-2415-241-0000-000000-000-00-000,AD HEALTH INSURANCE,23265.97,0.00,23265.97,17566.63,2263.96,0.00,0,5699.34,75.5035358500,001,2415,2000,2400,241,200,0000,000000,000000,000,000,000,00
001-0000,001-2415-242-0000-000000-000-00-000,AD LIFE INSURANCE,140.00,0.00,140.00,80.00,10.00,0.00,0,60.00,57.1428571400,001,2415,2000,2400,242,200,0000,000000,000000,000,000,000,00
001-0000,001-2415-243-0000-000000-000-00-000,AD DENTAL INSURANCE,1162.44,0.00,1162.44,778.68,97.49,0.00,0,383.76,66.9866831800,001,2415,2000,2400,243,200,0000,000000,000000,000,000,000,00
001-0000,001-2415-244-0000-000000-000-00-000,AD VISION INSURANCE,198.24,0.00,198.24,132.82,16.63,0.00,0,65.42,66.9995964500,001,2415,2000,2400,244,200,0000,000000,000000,000,000,000,00
001-0000,001-2415-249-0000-000000-000-00-000,AD MEDICARE,1241.83,0.00,1241.83,1015.44,208.50,0.00,104.25,226.39,81.7696464100,001,2415,2000,2400,249,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-111-0000-000000-000-00-000,PRINCIPAL SALARY,371198.52,0.00,371198.52,256677.08,30905.36,0.00,0,114521.44,69.1481959600,001,2421,2000,2400,111,100,0000,000000,000000,000,000,000,00
001-0000,001-2421-139-0000-000000-000-00-000,PRINCIPAL PERSONAL DAYS,200.00,0.00,200.00,200.00,0,0.00,0,0.00,100,001,2421,2000,2400,139,100,0000,000000,000000,000,000,000,00
001-0000,001-2421-141-0000-000000-000-00-000,SECRETARY SALARY,125828.68,0.00,125828.68,92281.24,10463.82,0.00,0,33547.44,73.3387968500,001,2421,2000,2400,141,100,0000,000000,000000,000,000,000,00
001-0000,001-2421-169-0000-000000-000-00-000,SECRETARY OPT OUT,1700.00,0.00,1700.00,1700.00,0,0.00,0,0.00,100,001,2421,2000,2400,169,100,0000,000000,000000,000,000,000,00
001-0000,001-2421-211-0000-000000-000-00-000,PRINCIPAL STRS,39972.00,0.00,39972.00,30056.00,3757.00,0.00,0,9916.00,75.1926348400,001,2421,2000,2400,211,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-212-0000-000000-000-00-000,PRINCIPAL STRS PICK-UP,41080.63,0.00,41080.63,28423.11,3411.68,0.00,0,12657.52,69.1885932600,001,2421,2000,2400,212,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-221-0000-000000-000-00-000,SECRETARY SERS,13956.00,0.00,13956.00,9384.00,1173.00,1908.78,0,2663.22,80.9170249400,001,2421,2000,2400,221,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-239-0000-000000-000-00-000,LICENSE RENEWAL REIMBURSEMENT,2732.00,0.00,2732.00,3139.00,0,0.00,0,-407.00,114.8975109800,001,2421,2000,2400,239,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-241-0000-000000-000-00-000,PRINCIPAL MEDICAL INSURANCE,59409.06,0.00,59409.06,47863.18,6157.41,0.00,0,11545.88,80.5654558400,001,2421,2000,2400,241,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-242-0000-000000-000-00-000,PRINCIPAL LIFE INSURANCE,390.00,0.00,390.00,240.00,30.00,0.00,0,150.00,61.5384615400,001,2421,2000,2400,242,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-243-0000-000000-000-00-000,PRINCIPAL DENTAL INSURANCE,3846.23,0.00,3846.23,2597.70,324.82,0.00,0,1248.53,67.5388627300,001,2421,2000,2400,243,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-244-0000-000000-000-00-000,PRINCIPAL VISION INSURANCE,664.30,0.00,664.30,450.34,56.31,0.00,0,213.96,67.7916603900,001,2421,2000,2400,244,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-249-0000-000000-000-00-000,PRINCIPAL MEDICARE,10246.68,0.00,10246.68,6862.25,842.78,0.00,421.39,3384.43,66.9704723900,001,2421,2000,2400,249,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-251-0000-000000-000-00-000,SECRETARY MEDICAL INSURANCE,33890.71,0.00,33890.71,44148.34,5958.28,0.00,0,-10257.63,130.2667899300,001,2421,2000,2400,251,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-252-0000-000000-000-00-000,SECRETARY LIFE INSURANCE,117.50,0.00,117.50,77.50,10.00,0.00,0,40.00,65.9574468100,001,2421,2000,2400,252,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-253-0000-000000-000-00-000,SECRETARY DENTAL INSURANCE,2938.00,0.00,2938.00,1915.96,252.99,0.00,0,1022.04,65.2130701200,001,2421,2000,2400,253,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-254-0000-000000-000-00-000,SECRETARY VISION INSURANCE,501.04,0.00,501.04,326.76,43.15,0.00,0,174.28,65.2163499900,001,2421,2000,2400,254,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-259-0000-000000-000-00-000,SECRETARY MEDICARE,1649.99,0.00,1649.99,1191.86,134.03,0.00,66.95,458.13,72.2343771800,001,2421,2000,2400,259,200,0000,000000,000000,000,000,000,00
001-0000,001-2421-431-0000-000000-000-00-000,PRINCIPAL MILEAGE,3280.00,0.00,3280.00,711.70,0,1453.30,0,1115.00,66.0060975600,001,2421,2000,2400,431,400,0000,000000,000000,000,000,000,00
001-0000,001-2421-432-0000-000000-000-00-000,PRINCIPAL MEETING/CONFERENCE EXPENSE,1074.00,0.00,1074.00,792.96,0,0.00,0,281.04,73.8324022300,001,2421,2000,2400,432,400,0000,000000,000000,000,000,000,00
001-0000,001-2421-441-0000-000000-000-00-000,PRINCIPAL TELEPHONE,5500.00,0.00,5500.00,3601.34,442.52,1898.66,0,0.00,100,001,2421,2000,2400,441,400,0000,000000,000000,000,000,000,00
001-0000,001-2421-512-0000-000000-000-00-000,PRINCIPAL OFFICE SUPPLIES,7910.58,0.00,7910.58,4099.47,0,2001.80,528.97,1809.31,77.1279729200,001,2421,2000,2400,512,500,0000,000000,000000,000,000,000,00
001-0000,001-2421-640-0000-000000-000-00-000,OFFICE EQUIPMENT,937.00,0.00,937.00,105.00,0,0.00,0,832.00,11.2059765200,001,2421,2000,2400,640,600,0000,000000,000000,000,000,000,00
001-0000,001-2421-849-0000-000000-000-00-000,PRINCIPAL PROF ORGANIZATION DUES,362.96,0.00,362.96,0,0,362.96,0,0.00,100,001,2421,2000,2400,849,800,0000,000000,000000,000,000,000,00
001-0000,001-2424-419-0000-000000-000-00-000,SRO SERVICES,97364.99,0.00,97364.99,97364.99,0,0.00,0,0.00,100,001,2424,2000,2400,419,400,0000,000000,000000,000,000,000,00
001-0000,001-2424-449-0000-000000-000-00-000,RADIO SERVICES,60.00,0.00,60.00,0,0,0.00,0,60.00,0,001,2424,2000,2400,449,400,0000,000000,000000,000,000,000,00
001-0000,001-2424-519-0000-000000-000-00-000,OTHER SUPPLIES,2300.00,0.00,2300.00,1182.18,0,100.11,0,1017.71,55.7517391300,001,2424,2000,2400,519,500,0000,000000,000000,000,000,000,00
001-0000,001-2424-840-0000-000000-000-00-000,SRO DUES,55.00,0.00,55.00,0,0,0.00,0,55.00,0,001,2424,2000,2400,840,800,0000,000000,000000,000,000,000,00
001-0000,001-2429-431-0000-000000-000-00-000,OTHER ADMIN MILEAGE,500.00,0.00,500.00,0,0,0.00,0,500.00,0,001,2429,2000,2400,431,400,0000,000000,000000,000,000,000,00
001-0000,001-2429-432-0000-000000-000-00-000,OTHER ADMIN HOTEL/MEALS,1500.00,0.00,1500.00,0,0,0.00,0,1500.00,0,001,2429,2000,2400,432,400,0000,000000,000000,000,000,000,00
001-0000,001-2429-841-0000-000000-000-00-000,OTHER ADMIN PROFESSIONAL MEMBERSHIPS,500.00,0.00,500.00,0,0,0.00,0,500.00,0,001,2429,2000,2400,841,800,0000,000000,000000,000,000,000,00
001-0000,001-2510-141-0000-000000-006-00-000,TREASURER SALARY,168813.45,0.00,168813.45,80311.32,11661.98,0.00,0,88502.13,47.5740055100,001,2510,2000,2500,141,100,0000,000000,000000,006,000,000,00
